date,CSCO,DVN,BA,GILD,MDT,V,MO,C,T,FCX,UTX,BAC,NOV,HAL,F,PEP,LLY,COST,LOW,MDLZ,MET,MRK,UNP,ORCL,EBAY,SBUX,XLE,PG,CAT,MCD,AMZN,INTC,TXN,XLF,OXY,MMM,XLP,KO,UPS,EMR,MSFT,RTN,DD,ACN,HPQ,XLB,XLU,SPG,EXC,HD,FDX,AXP,SO,XLV,XOM,CVX,CMCSA,EMC,NSC,NKE,MON,IBM,USB,WFC,GS,GD,PM,DIS,GE,XLY,CVS,JPM,ABT,COF,COP,XLK,XLI,FOXA,TWX,PFE,CL,VZ,APC,AMGN,QCOM,MS,BK,APA,UNH,SP500,AIG,MA,HON,SLB,TGT,AAPL,WMT,BAX,LMT,BMY,AEP,DOW,JNJ
2010-01-04,3.07701857687259,4.2561026890495715,3.8880060944999797,3.063151454105315,3.6489504461791187,3.047921891123874,2.669695022599054,3.518442435595282,3.0071996709014273,3.4988058275195506,4.131173201903929,2.7180665363776986,3.6282779726547614,3.3700382729463243,2.1807028420230483,3.938025725306726,3.328130221521798,3.9141525762816523,3.030330975497277,2.7535287291225656,3.445175669842838,3.3818221210318318,3.366968293593665,3.1463159276740167,2.3084600018722115,2.3570995089946933,3.9546844654938313,3.9148300220681085,3.903561790091918,3.946202011276525,4.897093207887567,2.8306892199571054,3.10949296374773,2.589989902011873,4.215856813479966,4.269327129391608,3.1205187720569683,3.1728028178814824,3.891398127376448,3.593238714680797,3.2739666315698077,3.7726050638779185,3.2878467334473025,3.6077775544445543,3.0519714344548365,3.3838755546347827,3.2033898131670724,4.128746037248611,3.6100386884020064,3.212259223359173,4.390012338891549,3.6222738647287196,3.223953193190462,3.3480093460171316,4.072502689076759,4.157587369284629,2.7209630699958978,2.8387444311178194,3.797108416841054,2.7128669817657887,4.317272850368857,4.758445711550974,3.008320458841642,3.166425482411258,5.077068799865774,4.079848111239638,3.646957062712379,3.3880607730129753,2.5382490558115793,3.3130819044690663,3.4081549879540907,3.6155310933823936,3.095228090435801,3.602688467784571,3.4409909755597177,3.0454603310972317,3.2210502590717027,2.4572513256154065,3.2011981311007864,2.7097017032880975,3.575386319285852,3.1306867219042416,4.122526073391513,3.968773799535792,3.7274707625028194,3.362108710457619,3.2276645704512514,4.597426974553918,3.3628690115856723,7.0326154260375215,3.1836948896130153,3.2201184924369324,3.556482788871287,4.10869173095309,3.738976573369183,3.348739549814872,3.8426729916020324,3.3020020443981526,4.112605969769308,3.029523369129622,3.290494807770773,3.1834753158342974,3.976229627743396
2010-01-05,3.0725533511919823,4.257146964870898,3.9202330505849883,3.0622272077917967,3.669244213307856,3.036396655654061,2.670200105556663,3.5559648712231726,3.0022890806359217,3.504778865781382,4.116122638993283,2.750054280684544,3.645486396825927,3.382757032044243,2.2447549006202405,3.9500368752542707,3.3103857747553054,3.9111181761936127,3.019914267996224,2.801224586569207,3.46805249866827,3.3858669352408355,3.380788904876231,3.1451079425696755,2.297944743204985,2.380256714941154,3.9628132062853663,3.9151572086777846,3.9154464985823325,3.938526893740987,4.902975856459635,2.830210251047659,3.103709298164824,2.608202904130569,4.208610338084473,4.263043923444438,3.1208936665064657,3.160632243623497,3.8931154182640184,3.5948521685487824,3.2742896422287506,3.7579415098742674,3.2781678697865346,3.6139387776658984,3.0561570165724605,3.3871037311024184,3.1914136064579903,4.12188015410462,3.593536676278301,3.219557192684419,4.402989532223575,3.6200721279123935,3.203597056673612,3.338153884641123,4.076399593409473,4.164645697558586,2.707317132473048,2.847643259652081,3.8123931934316855,2.716837743968159,4.33908754391522,4.746292194358396,3.0333541611897235,3.1935078412661615,5.094593998083922,4.081436679454089,3.6382055994129505,3.3855631007267806,2.5434136584946003,3.316741899225855,3.4042053864096773,3.6347158073615398,3.0871160277555174,3.6413673441352024,3.4419415811564558,3.0441702804852455,3.2245751130274902,2.4601191285272765,3.1899180052004468,2.695335916044367,3.583440685394419,3.1324879189346393,4.150250618115026,3.960073543760859,3.7512588647991714,3.398014120458011,3.238213167465653,4.609164747095041,3.3612819205607316,7.035726258623589,3.1647818121279254,3.217155065210134,3.5584635176977026,4.111518934759061,3.7426772496186658,3.350466946383552,3.832665462975302,3.295116124851332,4.122962080170603,3.013793630817091,3.2789806316041834,3.2270625023888257,3.9645663272058145
2010-01-06,3.0660227361386942,4.2541417561557155,3.950116391078799,3.0963136724038405,3.6855915548922766,3.0228774858175416,2.684740358710986,3.5866507514284725,2.9875485782808355,3.54390336291049,4.110865159217391,2.761714309554483,3.659674073661553,3.4061773609555464,2.2814809591054828,3.9399832879991767,3.3177471109456484,3.9240345768013514,3.022528622957015,2.808152215042596,3.4782320929240793,3.3992325192503383,3.382296038087754,3.1304972300256866,2.2915819801603523,2.373024171552574,3.9747170891363,3.910402693431373,3.918479874908155,3.9247893280482034,4.8846940707384086,2.82685043775272,3.0963348782836575,2.610206180499597,4.220538996741518,4.277126096543504,3.1201437811597326,3.16027730162713,3.8857098920353073,3.603794166477273,3.2681338414823697,3.743848466017206,3.2814046654499127,3.624513344779263,3.046810389792384,3.403954743310725,3.197257789916265,4.1105893318945625,3.5995501108969328,3.216088664342356,4.394674894623358,3.636107435373286,3.217617393375338,3.3483256492139724,4.085005488513214,4.164771214243212,2.7001228626194296,2.8365073833350545,3.8095802290262313,2.71072242752276,4.353859347700741,4.739774966076116,3.0439542287042016,3.1949318829539863,5.0838632772684615,4.080570432961136,3.6382055994129505,3.380234759832387,2.5382490558115793,3.318069436199978,3.395338250427122,3.640195226832994,3.0926541992523546,3.6467728066553327,3.4491358499082274,3.032919574571537,3.226684061093789,2.4764489003141765,3.1875089478441416,2.692115312452404,3.5811632493312606,3.103312593621969,4.158926848026985,3.952530313639858,3.741433312406858,3.4107294402331854,3.223058704417162,4.624726380961536,3.3710813111755016,7.036271630408133,3.158282747554233,3.2157082935334054,3.5584635176977026,4.1335624388328975,3.7615821822317304,3.334432740111702,3.8304279301218953,3.298564993130967,4.108171987882494,3.013397176368035,3.289062751187855,3.2446239582492344,3.972667278816193
2010-01-07,3.07051715226905,4.248235879846462,3.9898002689197143,3.0987682144802906,3.694814233420732,3.032141152588983,2.6832459706161265,3.589394173191981,2.9762572096030806,3.524590842004129,4.115130088667552,2.794130216731688,3.649955007069517,3.4086433911999423,2.306666851272954,3.9336070842126296,3.312656617574244,3.919189524476246,3.0508445065040477,2.805733018519955,3.4922590340899426,3.40082451215496,3.373370754006294,3.127221263142659,2.280026040245323,2.370459045391111,3.9732159551274555,3.9049647947606885,3.9225100635046135,3.932085677341166,4.867534450455582,2.8171885716713017,3.0994464948125415,2.6313291151745277,4.2130851688906175,4.277843009541974,3.1201437811597326,3.157788791155862,3.8780749561197423,3.603794166477273,3.2576796434407034,3.755995946301794,3.291634158097476,3.6235779486445003,3.047193581326502,3.3961455760862256,3.1927152823957536,4.123537423729093,3.602852501510491,3.227833187644178,4.383761603744256,3.6521960971480585,3.213371101641751,3.351798397199254,4.08185867021558,4.16099673864071,2.7209630699958978,2.819567306011687,3.7963475173323777,2.720488984343006,4.350259536190019,4.736307451225401,3.063169542384954,3.2305750018357733,5.103242758185984,4.0834548337731436,3.650597849859823,3.380548996813865,2.5887329641606645,3.326327129303097,3.4315302855042282,3.6598103881819863,3.100904301449115,3.695084463165741,3.445166355245371,3.028995468189832,3.2375101621361373,2.4622641488652124,3.177117141792161,2.688344785080861,3.5771952079753957,3.097342385230472,4.157287122992163,3.943331576901116,3.7700126362348025,3.425109299345644,3.264448743056955,4.609444756978131,3.4087399978133224,7.040264848097791,3.1388781361812943,3.209152223509958,3.577572348037984,4.14382931050895,3.7737908902703743,3.3325824387512024,3.8309877720305368,3.3146172207764053,4.080340900377326,3.0141898790667194,3.2976244525043126,3.2452684939822416,3.9655044341028054
2010-01-08,3.0758027346885504,4.2502084165846306,3.980107096098874,3.0913864850817063,3.70004647024787,3.0349035624089886,2.685735469111551,3.57281926163559,2.968904300202755,3.5529108940079865,4.117114205139632,2.7852307243232226,3.6501673156146395,3.4579025835578245,2.3092364237691454,3.9303213842626294,3.304971903099695,3.91196198356635,3.048727251756021,2.806770559631751,3.4975015218695877,3.40029414052934,3.4066947434415096,3.139451376033275,2.292007446419508,2.367028484606947,3.9797046256007262,3.903642022903458,3.9336759590299755,3.931115890720968,4.894251309311638,2.828291723313532,3.122100572368798,2.6254332996998055,4.223289999157953,4.284864710198162,3.116762210095836,3.1391067697483885,3.9250303223009086,3.609484426233886,3.2645524995365016,3.7771913850165717,3.2784625058574317,3.619592450088536,3.0546370172275426,3.4099866426949497,3.1917391740480805,4.099300080003139,3.5981018939514264,3.223013851414704,4.408298304774523,3.6514812531758802,3.21124119510841,3.3533729759978166,4.077839042488091,4.162759949219199,2.718012413072916,2.8252459235832292,3.8302110335293054,2.718512941905099,4.358254503310651,4.746292194358396,3.0648230735791198,3.2212630531699515,5.084150181838754,4.0834548337731436,3.6451316993532576,3.382118600326267,2.61004273355238,3.3259981116954234,3.438614193121644,3.657351454024356,3.106003432243856,3.6864080527157617,3.4538408424979674,3.035527196817088,3.2533615765325004,2.4707992737162585,3.178509309934701,2.6964071497390303,3.559080344989038,3.097972611516197,4.157734564689532,3.952178070400323,3.779967049525635,3.40454703198101,3.270562893716411,4.604204680037192,3.399304591464457,7.043142431119324,3.1651227498043935,3.2095066710989095,3.5994141049597017,4.160096784026949,3.7698044109527395,3.3392087800480663,3.8259377885107493,3.316986117059801,4.096339071864701,2.9974096160282455,3.3094890640238748,3.248806014447609,3.9689365426215892
2010-01-11,3.0729600846594023,4.236451578846931,3.9681856781268343,3.09921384009199,3.696124892417626,3.032025870340569,2.6931667229286123,3.583899643756428,2.96409567218212,3.5527973540564526,4.138545194711691,2.794130216731688,3.6403549021664547,3.4478877873252975,2.344534196088723,3.9291688320430613,3.318593006830291,3.913142118986903,3.0402129270118268,2.802266752810239,3.5040162099675687,3.4042649385615613,3.4000589672476242,3.139856470057127,2.289452030620033,2.3640170123874955,3.978377064978011,3.899663257459384,3.9945929538599088,3.93884787971731,4.869916211808798,2.834036181902872,3.109108413092167,2.626090045188073,4.214170620596713,4.280824336633577,3.119393288878975,3.1592115492716837,3.9681299555627163,3.6245764519062713,3.251750753746988,3.7876229379246666,3.2878467334473025,3.618652356998074,3.0515900224514585,3.4045308195794126,3.2021020076922455,4.100213125138356,3.6096294342637094,3.1943104311851607,4.43454227918703,3.6399730981945044,3.224253817506461,3.3590208938409907,4.088996453214414,4.180346891405292,2.7114899450607073,2.8167158886567223,3.827816686944429,2.706111322691664,4.339146390598021,4.735766916701595,3.0693564108213462,3.2191818180475122,5.068247917730279,4.101861588454722,3.6487791262130074,3.365672962124356,2.6196351485116764,3.3240218375219026,3.436553264174777,3.653988559751858,3.1110766937588084,3.6683467688903075,3.459644544338096,3.0316133297172634,3.264242344573297,2.467962064396335,3.192664284290556,2.7044050322057664,3.5546539063337463,3.102058552712084,4.146487543856513,3.956572131954608,3.776321831959352,3.398014120458011,3.253141435599675,4.607202409622107,3.4060098166323254,7.044887662748622,3.1749582941155885,3.192911695242557,3.611918735977756,4.160096784026949,3.7719989467034982,3.3303480379966195,3.8423041133091282,3.311223438786461,4.101089050277194,3.0078305928570335,3.319825744130143,3.2362069298795726,3.969092288629411
2010-01-12,3.0569728938396996,4.224526750434386,3.9609309340916394,3.100549616720345,3.6853708812643773,3.0272884002028384,2.687722451953681,3.553128027608205,2.9637248062777397,3.514380044403621,4.132707712260402,2.7598823369552856,3.6341191566106947,3.43327598388579,2.3245168246870533,3.943074964201094,3.3152050852334956,3.907735788432637,3.0376444576016337,2.8191376266619343,3.5042758554419895,3.3963073783941073,3.397095614237396,3.1345772304090165,2.278302748732113,2.347071150628971,3.9638246305937117,3.911059841734879,3.9646786224327024,3.944288761920105,4.846939185720715,2.817673936311756,3.0662812270504407,2.6115395944070796,4.179836870733436,4.281657530060791,3.125008168127017,3.1699938104806664,3.9614217653180086,3.6191965231621372,3.2451216111474146,3.7876229379246666,3.280228877784859,3.612283655268721,3.0427777261227176,3.385344181102881,3.1979050675737546,4.080329643779857,3.6139181910880067,3.1878978849269277,4.426833590677798,3.6531484887016012,3.2179199681827195,3.351798397199254,4.084005278903395,4.174518938150069,2.6934823364966887,2.8144288382983658,3.8239367819069794,2.7047238081196707,4.318946036916019,4.743690322859249,3.068945095179999,3.193864021341822,5.046206889361402,4.095763571618548,3.6433029717828935,3.3483035790742237,2.6202316620812995,3.3110799130332356,3.425588615509182,3.630356536232213,3.1081810182553617,3.6721763558110148,3.4381343672988436,3.0206603218418375,3.256092878188961,2.422186385729804,3.1694275221731134,2.701213551043219,3.548845307194482,3.102999230796675,4.113215039515151,3.9390572839336846,3.759958205307117,3.3692009451361167,3.254862892343237,4.591933476001803,3.379226649724781,7.035462216979642,3.1346705289660766,3.1923510939735853,3.6006004649524557,4.144979484096689,3.7551175145910087,3.3189078573409803,3.8518507250399,3.326907972536921,4.100957382583316,2.9970066611770263,3.309769794829553,3.239452662190361,3.974372576311213
2010-01-13,3.07499136658945,4.236318346525498,3.972938634309682,3.1129308717934268,3.6910915057227864,3.03651143515693,2.6921790514101676,3.5474299961849933,2.9517843567588264,3.5322994717525855,4.144073032076784,2.7756498447200078,3.633903413047584,3.4558489058784225,2.3083806661685085,3.951165619377918,3.32896738347248,3.9139842808694767,3.032918322026402,2.8170869511223438,3.4888365781985105,3.432399170032086,3.398282036169179,3.1443017933564557,2.2958283173108267,2.371314756511485,3.967524616416812,3.921353243073155,3.9661235966679538,3.9431710102375024,4.860664761931961,2.8345133222477115,3.070687415329601,2.622801705686992,4.173202953485115,4.278439933764956,3.132075291104121,3.172627425675555,3.9561192369792293,3.6198705824989834,3.254390139342544,3.801488661909056,3.2890136033655897,3.6235779486445003,3.0475766735549423,3.397016353331909,3.2088446807497286,4.090386623238422,3.6258701364817925,3.1932445318551776,4.418016798679512,3.6562375053570366,3.2320407062853582,3.3649483181146413,4.079994406151334,4.166903892992388,2.7091076418146596,2.821842647902845,3.8235664756171124,2.71363186128051,4.326598818074543,4.741542599089389,3.0852653434019524,3.2115136302990335,5.053627744272583,4.112077123572837,3.653420422955134,3.3634383304271065,2.6238030002552466,3.322371971669959,3.4377315084026097,3.647680852227696,3.1176302534247986,3.678368279767454,3.4444085199043153,3.030305231452729,3.2601759514650945,2.4139736832474123,3.1875089478441416,2.724384664401472,3.553544178327188,3.1017447516381207,4.148897597044808,3.947941483739138,3.764279624947785,3.3733683205554756,3.2624023699921265,4.606360187655163,3.3943996292074745,7.043753673304026,3.1555336012147,3.2180142938569127,3.604151205166448,4.162923596979333,3.7551175145910087,3.332914829267426,3.8569536855580777,3.3370637918621564,4.112996233304569,3.0042356174322076,3.3220467731720102,3.2358817607523926,3.9807032253780323
2010-01-14,3.0874941200083708,4.2215569569658165,3.97945759141866,3.111831625944184,3.6998289638394186,3.0399483257386186,2.6990722193643837,3.5502829985450948,2.9347482277775025,3.519801502358161,4.147512542454215,2.7876116237459154,3.646978179463691,3.4634558053520608,2.315206605537952,3.963180175551209,3.333142784144196,3.902470424462003,3.031625533794028,2.813316652336117,3.4982854951567863,3.459263470477547,3.3819947523311917,3.1678604707990297,2.264844699626581,2.378559629175613,3.9703743629832626,3.922328065436695,3.960492470560091,3.9441291817148616,4.846939185720715,2.8590197120873726,3.0582198648470205,2.6274023881671837,4.180958890954058,4.275092256143384,3.1291057224560603,3.1743794213009724,3.9582114833832227,3.629260279790723,3.2742896422287506,3.8135113383279458,3.282872411685892,3.632429571559345,3.053114656755374,3.384756975759574,3.204354620671755,4.094853232827269,3.614122017257511,3.1992697150611944,4.423478450814854,3.6687332247933413,3.229651161844863,3.373927995373463,4.0801379579412025,4.163766141800605,2.703126767536213,2.8537156112070905,3.8077005729976574,2.7073429510598497,4.312684769259919,4.757388150752823,3.1100468120337372,3.2257574123372246,5.050428638136966,4.112499132872259,3.6520101322720078,3.3547719393328443,2.6160487945984463,3.322371971669959,3.437142543742896,3.657575198955347,3.118714967526536,3.6676270123444783,3.4485697793707546,3.032919574571537,3.2601759514650945,2.421442129482785,3.1795517079689364,2.7331952641669552,3.545617472491236,3.081138479612459,4.153400691852442,3.9413747959529815,3.757480345453373,3.371447098089231,3.261035752756309,4.611775214681058,3.4180873071054876,7.046177159527555,3.1395776932624266,3.2347772051276786,3.6100412041232692,4.169114732931098,3.7704033796271097,3.327106393979581,3.8423041133091282,3.359017451675841,4.112475809881048,3.0066336866385,3.325921671557529,3.228701593508373,3.9827021157482836
2010-01-15,3.0652033440189173,4.208767633589213,3.967363933084675,3.1131506204973065,3.691749456713652,3.024969325010176,2.7010330383026346,3.524307595268575,2.9193574185771807,3.510591401792824,4.136186452471847,2.7537510904356455,3.63152728915251,3.4552613608219125,2.301507812936198,3.955026037356199,3.328130221521798,3.903661807833604,3.0329233803721314,2.8289898494105485,3.4869888871332,3.446174921929697,3.369717240831173,3.1639063077625535,2.246762609930481,2.3665987889349633,3.9623070436880257,3.9099095737037954,3.9368226561921666,3.9382058046995834,4.845288833642917,2.82685043775272,3.0496849935324017,2.606865030620296,4.164246735724196,4.273534191870611,3.1242613190266217,3.159566912126854,3.953861174667941,3.6153680770388976,3.271054489200086,3.8059446321721975,3.2805229073229722,3.6252144180438512,3.0523526537909267,3.377387734975967,3.1979050675737546,4.076331785187863,3.604293859805727,3.208765123556378,4.409709260520952,3.6619152659482346,3.2266562784871278,3.3671232288848643,4.071924057272437,4.15973540752821,2.7007242987552256,2.8409766607916946,3.800714748081269,2.6980679437393964,4.292800028602356,4.753374374716235,3.081616486366022,3.193864021341822,5.030532302559308,4.1055836002891,3.6524132976834807,3.3411397928021436,2.6003574864999095,3.3124150192213135,3.4359636371514903,3.6347158073615398,3.121241033246239,3.6545834367158463,3.449324341833441,3.0188965969539203,3.2471887250824514,2.4026656039276366,3.157426075227413,2.7388552167883695,3.540381243937727,3.060426110754398,4.140133528887618,3.942976077941443,3.760782726273135,3.3448134325528445,3.2534859641030773,4.614193166192454,3.4309099261300653,7.035295032910598,3.120515991594291,3.243073446678164,3.611449690144422,4.162641324814798,3.7717996025964866,3.310253117363632,3.8324792182730665,3.356746170606321,4.111434215343987,3.007431766799591,3.320659154016651,3.2108557498719645,3.974372576311213
